PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
B. Faundo,9,10.32,1.11,3.44,32%,0.0,0.0,0%,0.11,0.33,33%,0.0,0.11,0.33,0.44,1.33,1.78,1.67,0.56,-3.44,2.33,MER
K. Agovida,10,10.2,0.9,2.6,35%,0.0,0.3,0%,0.5,1.2,42%,0.6,0.3,0.2,1.2,1.0,2.2,0.6,0.5,0.3,2.3,COL
C. Baguio,11,10.16,0.82,2.55,32%,0.18,1.18,15%,0.45,0.55,83%,0.73,0.0,0.27,0.27,0.82,1.09,0.91,0.45,-2.45,2.27,NLX
P. Zamar,9,10.61,0.78,2.78,28%,0.22,1.33,17%,0.44,1.0,44%,1.22,0.33,0.11,0.44,1.33,1.78,1.22,0.33,2.22,2.22,SMB
R. Tubid,9,10.84,0.67,2.56,26%,0.33,2.0,17%,0.33,0.56,60%,0.11,0.0,0.0,0.0,1.33,1.33,1.22,0.33,-2.44,2.0,SMB
R. Dennison,10,7.17,0.9,2.0,45%,0.0,0.4,0%,0.2,0.5,40%,0.6,0.4,0.0,0.3,0.9,1.2,1.2,0.7,-1.5,2.0,PHX
B. Teodoro,7,5.48,0.86,2.0,43%,0.29,1.0,29%,0.0,0.0,0%,0.86,0.0,0.0,0.29,0.14,0.43,0.57,0.71,-0.86,2.0,GIN
A. Taulava,8,8.16,0.63,2.88,22%,0.38,2.13,18%,0.0,0.13,0%,0.63,0.5,0.38,0.38,2.5,2.88,0.63,0.63,-3.63,1.63,NLX
R. Cabrera,7,3.99,0.57,2.43,24%,0.43,2.14,20%,0.0,0.14,0%,0.0,0.14,0.0,0.14,0.43,0.57,0.43,0.14,0.14,1.57,COL
H. Carey,10,8.38,0.6,1.8,33%,0.0,0.1,0%,0.3,0.3,100%,0.5,0.1,0.3,1.3,1.5,2.8,1.6,1.0,-2.8,1.5,TNT
M. Ganuelas-Rosser,4,8.63,0.75,1.25,60%,0.0,0.0,0%,0.0,0.0,0%,1.0,0.25,0.25,0.25,0.75,1.0,1.75,0.25,-3.75,1.5,SMB
R. Jamito,4,5.33,0.75,1.0,75%,0.0,0.0,0%,0.0,0.25,0%,0.25,0.0,0.0,1.0,0.25,1.25,0.75,0.0,-3.25,1.5,MER
M. Calisaan,4,5.19,0.75,2.25,33%,0.0,0.75,0%,0.0,1.0,0%,0.0,0.0,0.0,0.75,1.0,1.75,0.5,0.25,-1.5,1.5,MAG
P. Varilla,4,9.25,0.5,1.25,40%,0.5,0.75,67%,0.0,0.0,0%,0.25,0.5,0.0,0.25,1.0,1.25,1.75,0.25,0.0,1.5,NLX
J. Napoles,7,5.8,0.71,1.43,50%,0.0,0.14,0%,0.0,0.29,0%,0.14,0.14,0.14,0.57,0.14,0.71,1.29,0.14,1.29,1.43,PHX
P. Caperal,10,8.55,0.5,2.6,19%,0.1,0.2,50%,0.3,0.3,100%,0.3,0.0,0.0,0.8,0.8,1.6,1.8,0.8,-0.9,1.4,GIN
G. Alolino,7,8.56,0.43,2.86,15%,0.14,0.43,33%,0.29,0.29,100%,1.14,0.43,0.0,0.14,0.86,1.0,0.57,0.57,-3.29,1.29,BWE
R. Aguilar,4,2.08,0.5,1.25,40%,0.25,1.0,25%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,1.25,GIN
R. Guevarra,4,2.7,0.5,0.5,100%,0.25,0.25,100%,0.0,0.25,0%,0.0,0.0,0.0,0.0,0.5,0.5,0.75,0.25,-2.25,1.25,PHX
J. Casiño,4,4.3,0.5,1.0,50%,0.25,0.75,33%,0.0,0.0,0%,0.25,0.0,0.0,0.0,0.25,0.25,1.0,0.25,-2.0,1.25,TNT
F. Golla,5,6.01,0.4,1.0,40%,0.2,0.6,33%,0.0,0.4,0%,0.2,0.2,0.4,0.2,0.8,1.0,0.8,0.2,1.8,1.0,TNT
Y. de Ocampo,2,7.47,0.5,3.0,17%,0.0,0.5,0%,0.0,0.0,0%,1.0,0.0,1.0,1.5,1.5,3.0,1.0,0.5,1.5,1.0,SMB
C. Lanete,2,1.73,0.5,1.0,50%,0.0,0.5,0%,0.0,0.0,0%,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-2.0,1.0,SMB
P. Paredes,2,9.88,0.5,1.5,33%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,1.0,1.5,2.5,1.0,0.0,0.5,1.0,NLX
J. Gabayni,8,4.01,0.25,0.5,50%,0.0,0.0,0%,0.25,0.25,100%,0.0,0.0,0.5,0.5,0.63,1.13,0.75,0.25,-3.75,0.75,GLO
S. Onwubere,3,4.26,0.33,2.67,13%,0.0,1.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.67,1.0,1.67,1.0,0.0,-5.0,0.67,ROS
C. Tabi,3,5.76,0.33,1.0,33%,0.0,0.33,0%,0.0,0.0,0%,0.67,0.33,0.0,0.0,0.67,0.67,0.67,0.33,0.67,0.67,COL
K. Bono,2,6.02,0.0,2.0,0%,0.0,0.5,0%,0.5,1.0,50%,1.0,0.0,0.0,1.5,0.0,1.5,0.5,0.0,-5.0,0.5,TNT
M. Abundo,4,3.11,0.25,1.0,25%,0.0,0.5,0%,0.0,0.0,0%,1.25,0.5,0.0,0.5,0.75,1.25,0.5,0.5,-1.75,0.5,MAG
J. Sollano,11,5.38,0.18,0.82,22%,0.0,0.0,0%,0.0,0.0,0%,0.09,0.27,0.0,0.27,0.36,0.64,0.64,0.09,-3.55,0.36,GLO
B. Mamaril,6,4.79,0.17,1.0,17%,0.0,0.0,0%,0.0,0.0,0%,0.17,0.0,0.33,0.33,0.33,0.67,2.33,0.17,-6.5,0.33,SMB
V. Manuel,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ALA
M. Magat,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ALA
D. Marcelo,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
J. Brownlee,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GIN
C. Lastimosa,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
N. Pinto,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX
K. Agovida,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMB
J. Fortuna,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLO
A. Washington,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROS
J. Ballesteros,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MER
K. Bono,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MER
E. Monfort,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
G. Lanete,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MER
J. Teng,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLO
C. Tiu,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROS
J. Cruz,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
G. Espinas,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLO
B. Heruela,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMB
D. Ababou,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
R. Garcia,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
M. Cruz,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
W. Wilson,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX
M. Miranda,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
J. Rios,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
J. Mendoza,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX
P. Paredes,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
G. Alolino,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX
G. Mendoza,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
Y. Andrada,4,5.88,0.0,0.5,0%,0.0,0.0,0%,0.0,0.0,0%,0.25,0.0,0.25,0.25,0.75,1.0,0.75,1.0,-0.25,0.0,ALA
A. Tamsi,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
J. Manuel,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GIN
R. Sara,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
L. Vigil,4,2.18,0.0,0.5,0%,0.0,0.25,0%,0.0,0.5,0%,0.25,0.0,0.0,0.5,0.5,1.0,0.0,0.0,-3.25,0.0,SMB
M. Gamboa,5,3.66,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.2,0.2,0.4,0.4,1.2,-2.2,0.0,PHX
N. Javelona,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLO
P. Zamar,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
G. Babilonia,2,4.04,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.5,0.0,ALA
